rec_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,soc_sec_id,blocking_number,family_role,_gt_id
rec-248-org,chi,f,21,19990604,,olivia,szutu,wa,lockridge,2210,2,osburn drive,leonawood,08 56090354,3788329,8,NoRole,rec-248
rec-236-dup-1,abo,m,23,,,mitchell,tapaov,nsw,tullibigeal,6125,228,pinkertonk vircuit,,02 72644116,6057920,3,NoRole,rec-236
rec-30-dup-0,usa,f,,19650315,,tavid,hebert,wa,blythewood,3450,4,krosir circuid,,8 01107766,8873085,9,NoRole,rec-30
rec-94-dup-1,ind,f,25,19950326,ms,andrew,garlanka,sta,brama loje,3006,7,durville crescent,,7 31845890,8239738,6,NoRole,rec-94
rec-247-dup-0,pol,m,36,19840204,,finnhar,dzielwialtowski,vic,port lin oln,0812,314,foxall street,gregoryheights,618 60561109,912203,4,NoRole,rec-247
rec-245-dup-1,wel,f,25,19950908,,sdhandril,jhone,vic,avenel,2747,45,grayjon strit,,04 36020056,3791880,4,NoRole,rec-245
rec-128-org,chi,f,40,19801123,,eboni,chi,nsw,cathcart,2390,112,frencham place,,612 84145401,8432370,4,NoRole,rec-128
rec-244-org,,f,32,19880213,,tahlia,vincent,vic,arthurs creek,3160,34,castieau street,,,6861190,2,NoRole,rec-244
rec-125-dup-1,ita,f,,19561231,,ali ia,mora di,nsw,adamstownheights,3031,9,john  lose,,2 2272 7304,9021339,2,NoRole,rec-125
rec-232-org,eng,m,29,19910119,,ava,danell,wa,harrismith,2115,24,boyland close,,8 77521232,2923283,6,NoRole,rec-232
rec-292-dup-2,chi,m,39,,,edhan,leunk,nsw,tatra,3031,22,nunkale court,pindara medical centre,02 05570801,4375169,1,NoRole,rec-292
rec-164-dup-0,eng,f,,19261020,,wiliam,braddokck,kld,peranga,3806,30,fenick place,,07 28773560,6780141,6,NoRole,rec-164
rec-265-dup-3,eng,f,21,19990709,ms,kayden,reier,nsw,church po:nt,4030,1 6,biddlecombestreet,,2 67515858,438 123,3,NoRole,rec-265
rec-95-dup-0,,f,,197004 0,,jennifer,dixon,nsw,waverton,2146,16,hazelsmith crescent,ilfra  mbe,612 36 037360,9321124,6,NoRole,rec-95
rec-40-dup-0,unk,f,38,,,archie,arrcki,vic,melbourne airport,4005,190,bindiri place,klaymore springs,618 30076643,9020186,3,NoRole,rec-40
rec-292-dup-3,chi,m,39,,,edan,leunk,nsw,tathra,3031,22,noonkale court,pindara medical centar,02 05570801,4375169,1,NoRole,rec-292
rec-69-org,eng,f,24,19960610,,kylee,,vic,mandurang,5067,4,hawken street,,8 95508500,1775777,1,NoRole,rec-69
rec-161-dup-0,rom,f,25,19950714,,shaun,pruneac,,mangerton,3204,60,bottrill street,the lakes retirement village,2 62015699,7638362,6,NoRole,rec-161
rec-13-dup-0,unk,f,,19430220,,dom,abbtit,nsw,newbrmidge,2447,591,kingston street,bonny doon,612 48474474,2192932,3,NoRole,rec-13
rec-114-org,usa,m,,19490513,,nathan,mccall,qld,walmul,2658,5,salmond street,,3 98974095,7893654,1,NoRole,rec-114
rec-155-dup-4,ind,,38,19820518,mr,erin,lalit,,wahroonga,3150,,brilldqocae,,03 87356169,8655238,0,NoRole,rec-155
rec-259-dup-0,usa,,35,,,tyron,toyle,vic,yarrawala,4630,42,macquary place,,8 13204568,4687968,3,NoRole,rec-259
rec-234-dup-1,ara,f,13,20070108,ms,aneka,yusayrah,sa,bowning,5067,8,coane street,brentwood village,02 90326073,9724617,6,NoRole,rec-234
rec-113-dup-3,usa,m,29,19910921,,chaahli,bowen,vick,pialong,4401,35,woolnough sdreet,,8 59760482,6058664,5,NoRole,rec-113
rec-228-dup-1,ina,f,20,20001204,,harrison,,njw,kingst langley,5244,13,tirrawan garden,,03 05711906,8662446,8,NoRole,rec-228
rec-98-org,sri,f,28,19920621,,chloe,ratnayake,vic,byrneside,4160,25,main close,,8 40894442,3146158,8,NoRole,rec-98
rec-275-org,chi,f,,19450824,,monique,muo,vic,doncaster east,2480,185,north place,,08 67025667,6821022,0,NoRole,rec-275
rec-106-dup-1,hun,f,32,19881113,mr,toby,arahyb,qld,welcomeubcreek,5606,8,eaglemont retreat,longhouse,03 30328984,6707820,3,NoRole,rec-106
rec-289-org,eng,,32,19880121,,caitlin,harden,nsw,fassifern,2170,,sharp place,torbanlea,612 74683896,3479081,8,NoRole,rec-289
rec-5-dup-1,chi,f,33,19870907,dr,max,zo,vic,preakwater,,46,alanzon place,,8 68640142,7225284,6,NoRole,rec-5
rec-242-dup-1,eng,f,3,19870815,dr,natban,harol d son,qld,wingham,4012,1,denny street,,613 681 8190,2522252,4,NoRole,rec-242
rec-187-dup-0,eng,f,28,19920929,,timoty,ckok,vic,panton ill,2770,8,bagot street,,08 41685685,5117829,2,NoRole,rec-187
rec-264-dup-0,eng,n,37,19830111,,william,wescott,,mitcha,4005,8,gritten street,,07 02195723,4024950,7,NoRole,rec-264
rec-91-org,usa,f,,19861221,pfc,makayla,hinton,vic,yackandandah,3078,3,blumenthal place,brampton,04 77233138,3115756,8,NoRole,rec-91
rec-21-dup-0,eng,m,23,1997R26,,zach,rupertso,sa,allendale east,3472,41,mannheim street,suns t,0721040401,3890983,5,NoRole,rec-21
rec-147-org,ind,f,28,19920515,,,naik,vic,point lonsdale,2611,3,macgregor street,the swamp,,4674977,4,NoRole,rec-147
rec-271-dup-1,chi,,19,20015011,ms,isabella,kai,vic,katandra,4064,1,eldridge street,,618 02390778,9772281,5,NoRole,rec-271
rec-67-org,eng,m,28,19920112,,amy,timothyson,nsw,west pennant hills,2840,96,ulm place,mayflower retrmnt vlge,2 61730756,4805255,0,NoRole,rec-67
rec-294-dup-1,usa,,9,20110308,,alexander,holcomb,cko,charlton,,137,dumaresq street,,08 14598660,7585278,2,NoRole,rec-294
rec-213-dup-1,ger,f,,19410722,,bianca,thorner,,salisbury,6210,62,stubbs czescent,,02 80569238,8431755,8,NoRole,rec-213
rec-283-org,ger,f,25,19950604,mr,antonio,hupetcoff,nsw,duri,3250,4,kingsford smith drive,,2 60508342,5235629,1,NoRole,rec-283
rec-170-dup-1,usa,f,32,19880210,,jessica,pitts,sa,robe,2044,4,mcfarl an place,keelee,7 40 9   77,6384123,6,NoRole,rec-170
rec-74-dup-0,dan,,2,1998O911,m,alannah,sorensen,wa,melville,7277,4,derrington rescent,,,2609109,3,NoRole,rec-74
rec-35-dup-2,ger,,34,19860313,ms,noa,prinojil,a,herick,7017,129,rose scott circuit,the range vilage,08 33724436,6255812,3,NoRole,rec-35
rec-143-dup-0,usa,,,19640729,,hu9o,mo s,,h|uf f,2540,11,brookman street,,04 75712869,3546689,6,NoRole,rec-143
rec-179-dup-0,eng,f,29,19910219,,jackson,jtpight,kld,kania,6052,2,sherwin place,,3 48893149,7135925,5,NoRole,rec-179
rec-236-org,abo,m,23,,,mitchell,tapai,nsw,tullibigeal,6125,228,pinkerton circuit,,02 72644116,6057920,3,NoRole,rec-236
rec-238-dup-3,eng,,,190106 0,,oliver,triggs,qld,ascot,30 1,23,o'reilly street,,3 834 6601,6973 666,0,NoRole,rec-238
rec-56-dup-1,usa,f,,19530715,,ela,mckensi,nsw,mirabuka,2170,6,lamble place,diablo,03 82420522,8351996,8,NoRole,rec-56
rec-50-org,eng,f,29,19911115,,connor,mathewson,sa,verdun,3400,16,boyland close,,617 80620296,6723234,6,NoRole,rec-50
rec-63-org,vie,f,11,20090523,dr,scott,trung,,young,0810,415,marrawah street,,08 74137505,6627342,0,NoRole,rec-63
rec-178-dup-1,unk,f,,19911108,,5tephanie,sckel,v c,buxt n,4305,23,cowlishaw street,,8 71325564,9883612,0,NoRole,rec-178
rec-44-dup-1,ind,f,34,19860311,pfc,jachari,jhangiani,nsw,nimbin,2228,265,wilson crescent,brileen,02 97802869,2313435,6,NoRole,rec-44
rec-70-org,ser,f,27,19930916,,xanthe,augustic,,vincent,5008,12,luehmann street,,04 55960875,6123376,8,NoRole,rec-70
rec-119-dup-3,chi,f,33,19871028,,ella,honrga,nsw,bellth orpe,5016,10,florey drive,,612 53377860,4085741,1,NoRole,rec-119
rec-289-dup-0,eng,,32,19880121,,caitlin,hardez,vicm,fassifern,2170,,sharp place,torbanlea,612 74683896,3479081,8,NoRole,rec-289
rec-206-dup-2,eng,f,30,19980119,ms,briony,nathans,,nabolwa,6020,40,giltinan place,,08 03194710,1067044,2,NoRole,rec-206
rec-21-org,eng,m,23,19971226,,zach,rupertson,sa,allendale east,3472,419,mannheim street,sunset,07 21040401,3890983,5,NoRole,rec-21
rec-97-org,abo,f,29,19910621,pfc,michael,goolagong,,blayney,2750,2,petterd street,eulong,04 82397461,2626075,1,NoRole,rec-97
rec-260-dup-0,eng,f,,19260 21,ms,er'ln,nathanson,n w,corrimal,2120,46,rosenthl street,,2 92197576,5243480,6,NoRole,rec-260
rec-126-org,eng,f,11,20090920,hon,jackson,christison,vic,newcomb,4034,36,mount vernon drive,,08 72175290,7382723,2,NoRole,rec-126
rec-125-dup-0,ita,f,,1956  31,,alicia,morandi,nsw,adamstown heights,3031,9,john close,,2 227 7304,9021339,2,NoRole,rec-125
rec-225-dup-4,unk,f,26,19941126,ms,ia de,sckel,vic,bowral,6330,5,raoul place,rowetho rpe,03 37900404,2607869,9,NoRole,rec-225
rec-180-dup-4,unk,f,30,19900318,mr,harrison,streckfuss,qld,marburg,2224,30,wayalwlmpace,northpoint,613 20536399,1610382,3,NoRole,rec-180
rec-194-org,chi,,37,19830218,,lucas,tang,sa,cobdogla,3179,10,michell street,willandra,07 51636642,8582160,2,NoRole,rec-194
rec-210-dup-1,nor,f,30,19901123,,riley,hrtmark,nzw,waahren,3189,22,bugten avenu,nunkeri,2 11291054,2884261,1,NoRole,rec-210
rec-42-dup-0,usa,f,30,19900626,,lklan,syckes,nsw,milpeara,2640,24,lyle plake,,,7656988,2,NoRole,rec-42
rec-16-dup-0,cze,f,,19270923,mr,mickael,strelecz,vic,gisporn,3041,10,brige place,,8 99551555,9474973,7,NoRole,rec-16
rec-185-dup-1,eng,f,29,19910505,,olivi a,e l er,nsw,eraring,2560,5 4,rischbieth c escent,,02 76706767,5809527,8,NoRole,rec-185
rec-251-dup-3,ind,g,34,19860718,,lydie,malipamtlolla,nsea,the rocks,2135,315,perry drive,cascina,612 88537752,8205440,8,NoRole,rec-251
rec-164-dup-1,eng,f,,19261020,,wiliam,braddoccck,qlt,peranga,3806,30,fenwick plac,,07 28773560,6780141,6,NoRole,rec-164
rec-9-dup-1,eng,,30,19900824,,antonio,archer,qld,shorncliffe,3350,152,pohlman treet t,,03 54052906,6066314,6,NoRole,rec-9
rec-134-org,unk,m,29,19910915,,lucas,strangway,vic,albanvale,2228,39,givens street,,08 69740178,5339880,2,NoRole,rec-134
rec-212-org,usa,f,36,19841129,,brodee,hickman,nsw,pleasure point,4700,24,chipperfield circuit,,02 43122842,8977529,3,NoRole,rec-212
rec-148-dup-0,unk,f,31,19890425,ms,rhys,scinto,vic,walprup,4879,43,whittojclose,moline village,8 26025608,8587762,6,NoRole,rec-148
rec-245-dup-3,wel,f,25,19950908,,jandril,xone,vic,avenel,2747,45,grayson street,,04 36020056,3791880,4,NoRole,rec-245
rec-174-dup-0,usa,,,19900730,,georgica,gooene,vic,newfhaven,2612,23,lampard circuit,,618 52734090,6858460,1,NoRole,rec-174
rec-39-dup-2,usa,,,,pfc,michaela,knowle,,to ow ng,206 7,49,saxby close,,03 77932493,8620133,7,NoRole,rec-39
rec-28-org,unk,m,,19270512,mr,emiily,abbondandola,wa,daliak,2099,129,beedham place,,8 37595598,2212406,1,NoRole,rec-28
rec-89-dup-1,unk,f,29,19910322,,choeo,aani,voc,laverton north,5158,57,antill street,,08 29651209,3352116,6,NoRole,rec-89
rec-116-org,eng,f,,19700820,mr,mila,samuel,vic,golden square,2327,32,macgregor street,,8 49952638,7464496,4,NoRole,rec-116
rec-51-org,usa,f,23,,,fiona,dale,vic,st albans park,5159,15,mcguiness place,locn 411,618 87142906,7258138,5,NoRole,rec-51
rec-296-org,usa,f,22,19981223,,emiily,nguyen,,cronulla,2199,6,postle circuit,,08 75955873,9123110,3,NoRole,rec-296
rec-95-org,,f,,19700420,,jennifer,dixon,nsw,waverton,2146,16,hazel smith crescent,ilfracombe,612 36037360,9321124,6,NoRole,rec-95
rec-169-dup-0,eng,,30,19900413,,kynsq,derrick,qkq,commissioners flat,2170,10,haddon street,,613 32806491,2221423,5,NoRole,rec-169
rec-159-org,unk,f,37,19831123,,willow,sclafani,sa,o'sullivan beach,2147,12,lort place,middle rock park,7 82874345,3654029,8,NoRole,rec-159
rec-140-dup-1,usa,f,33,,,ryan,walla e,v c,carwarp,219,1,chirnside circuit,,08 08 38560,3710083,8,NoRole,rec-140
rec-48-dup-1,eng,f,24,19960902,ms,abby,trasi,nsw,talmalmo,3564,74,catchpole street,ckularoo garden,02 38786154,3147831,8,NoRole,rec-48
rec-151-org,usa,f,10,20100415,,jasmine,matthews,vic,kotta,2450,15,doyle terrace,transvaal,618 31630247,8020797,0,NoRole,rec-151
rec-71-dup-2,pol,,27,19931028,mr,grac ie,drzazgoskj,,salisbury,3044,115,sid barn es crescent,,08 31262021,5090739,1,NoRole,rec-71
rec-135-dup-2,usa,f,34,19860214,,ame ia,conrad,nsw,bateau bay,20 3 6,36,dallach y place,,612 98409244,1622122,2,NoRole,rec-135
rec-104-org,usa,m,22,19981121,,alivia,quinn,nsw,failford,2145,32,allambee street,kiola,02 59143904,7283048,8,NoRole,rec-104
rec-163-dup-3,ind,k,20,20000420,,isaac,nerurkar,nx,glanmire,4871,111,hayley street,beerenberg farm,,5439463,0,NoRole,rec-163
rec-81-dup-3,unk,f,3,19890124,,alexandra,,w,bindoon t aining area,3181,42,lewin s treet,warrah lea,,914 3385,9,NoRole,rec-81
rec-116-dup-0,eng,f,,19700820,mr,mila,jamuel,vic,golden square,2327,32,macgahegor street,,8 49952638,7464496,4,NoRole,rec-116
rec-112-dup-1,ind,m,,19790305,,peta,madhana,,yeeronkpilli,2200,7,gaahrard street,pestsy sue,07 24428237,4711305,4,NoRole,rec-112
rec-39-dup-0,usa,,,,pfc,michaela,knowles,,toowong,2067,4 q,saxby c ose,,03 77932493,8620133,7,NoRole,rec-39
rec-127-dup-1,eng,f,21,199908 30,,oliver,,nsw,lake munmorah,2450,5,bellinger c ircuit,rp31 13,2 31546123,5439928,0,NoRole,rec-127
rec-148-dup-1,unk,n,31,19890425,ms,scinto,rhys,vic,walpeup,4879,43,whitton close,gummy gully,8 26025608,8587762,6,NoRole,rec-148
rec-39-dup-1,usa,,,,pfc,micha la,knowles,,toow ong,206 7,49,sax y c ose,,03 77932493,8620133,7,NoRole,rec-39
rec-148-org,unk,f,31,19890425,ms,rhys,scinto,vic,walpeup,4879,43,whitton close,moline village,8 26025608,8587762,6,NoRole,rec-148
rec-8-dup-0,rus,v,10,,mr,ethan,jelavich,njw,urisino,3350,1349,caaslaw street,killarney cottag,612 37040506,8067607,5,NoRole,rec-8
rec-96-dup-0,unk,f,26,19940 16,mr,sarnantha,scollard,nsw,eung ai c reek,6208,3,chermside street,,2 02709625,3733752,9,NoRole,rec-96
rec-81-dup-1,unk,f,3,19890124,,alexandra,,wa,bindoontrai ing area,3181,42,lewin s reet,warrah lea,,9143 385,9,NoRole,rec-81
rec-80-dup-2,usa,f,32,19880 14,,silas,comp on,nsw,duffys forest,2148,3,swinden st eet,,612 41253692,8291365,5,NoRole,rec-80
rec-225-dup-3,unk,f,26,19941126,ms,jaiden,sc k l,vic,bowral,6330,51,raoul place,rowethorpe,03 37 9 0404,26 07869,9,NoRole,rec-225
rec-43-org,ind,f,,19731007,,thomas,pusan,nsw,rhodes,4520,4,daintree crescent,,2 17895795,6403766,0,NoRole,rec-43
rec-232-dup-1,eng,f,29,19910119,,ava,dahel,wa,harrismith,2115,24,boyland close,,8 77521232,2923283,6,NoRole,rec-232
rec-127-org,eng,f,21,19990830,,oliver,,nsw,lake munmorah,2450,56,bellinger circuit,rp 31513,2 31546123,5439928,0,NoRole,rec-127
rec-106-org,hun,f,32,19881113,mr,toby,arany,qld,welcome creek,5606,8,eaglemont retreat,longhouse,03 30328984,6707820,3,NoRole,rec-106
rec-104-dup-1,usa,m,22,19981 121,,alivia,quinn,nsw,failford,214,32,allambe  street,kiola,02 59143904,7283 48,8,NoRole,rec-104
rec-204-dup-3,unk,v,,19730503,,makenzie,jckofield,,stafety bay,3178,24,longworth place,st francis vlge,04 40882479,3165767,1,NoRole,rec-204
rec-132-dup-3,usa,f,11,20090321,,jairus,mor a n,vic,lcilmore,2229,l9,mcmaster street,,61812079088,9841726,7,NoRole,rec-132
rec-23-dup-3,usa,f,22,19980428,,rckael,mcknight,nsw,lidsdale,7250,20,tiptri crezcent,fourmil,02 81136526,6506315,8,NoRole,rec-23
rec-19-dup-3,usa,,,19500528,,pailey,aiala,taz,klarence point,3709,32,currie crezcent,,7 27498277,5845151,8,NoRole,rec-19
rec-142-dup-1,unk,m,26,19941204,ms,b ro y,aa rcy,nsw,fig r e,2650,10,,medical centre,04 56927066,3220379,3,NoRole,rec-142
rec-287-org,tur,m,22,19980422,ms,zane,kunt,nsw,waverton,4132,27,lockhart place,,612 97598624,4944541,6,NoRole,rec-287
rec-96-dup-1,unk,f,26,1994   16,mr,samantha,scollard,nsw,eungai creek,62 8,43,chermsid e street,,2 02709625,3733752,9,NoRole,rec-96
rec-185-dup-0,eng,f,29,1991 505,,olivia,el e,nsw,eraring,2560,5 4,rischbieth  rescent,,02 76706767,5809527,8,NoRole,rec-185
rec-43-dup-1,ind,f,,197310 07,,thomas,pus,nsw,rho des,4520,4,daintree crescent,,2 17895795,6403 766,0,NoRole,rec-43
rec-150-dup-1,iri,m,33,19870910,dr,alexandra,ohannagan,nak,moorland,4350,7,hardy place,carralong,612 68668341,7286727,5,NoRole,rec-150
rec-216-dup-0,unk,f,26,19940530,,la a,scorsone,ns,hillsdale,2153,2,meeson street,,2 46738 76,96456 3,3,NoRole,rec-216
rec-13-org,unk,f,,19430220,ms,domenique,abbitt,nsw,newbridge,2447,591,kingston street,bonny doon,612 48474474,2192932,3,NoRole,rec-13
rec-40-org,unk,f,38,,,archie,aarcy,vic,melbourne airport,4005,190,bindiri place,claymore springs,618 30076643,9020186,3,NoRole,rec-40
rec-264-org,eng,f,37,19830111,,william,wescott,,mitcham,4005,8,gritten street,,07 02195723,4024950,7,NoRole,rec-264
rec-240-dup-1,jew,m,10,20100424,dr,charlotte,bakstansky,vic,raywod,7109,21,gunduliaslace,,618 02619686,9756619,3,NoRole,rec-240
rec-57-dup-1,usa,f,32,19880926,ms,cky,nicolj,vik,bitern,3941,30,macleay street,,8 17424946,1100784,2,NoRole,rec-57
rec-53-org,eng,f,,19710501,,joshua,abrams,vic,greenwood,2037,33,solomon crescent,old school hse,08 80746189,5924872,1,NoRole,rec-53
rec-159-dup-0,unk,f,37,19831123,,willo,sclafa i,sa,o'sullivan beach,214,12,lort pl ace,middlerock park,7 82874345,3654029,8,NoRole,rec-159
rec-6-org,ira,f,,19530412,ms,emiily,etemadi,wa,south brisbane,2777,20,bangalay crescent,,8 25277378,7555241,7,NoRole,rec-6
rec-108-org,usa,f,21,19990922,,james,moody,nsw,cowra,2534,75,howie court,,2 84112789,6673838,6,NoRole,rec-108
rec-284-dup-0,ser,,39,19810618,ms,jake,radu l,vi c,heidel erg,3029,5,kerferd st reet,cremona stud,08 20861596,7825176,1,NoRole,rec-284
rec-114-dup-1,usa,n,,19040819,,nathan,mccall,qld,walmul,2658,8,salmond street,,3 98974095,7893654,1,NoRole,rec-114
rec-92-dup-0,ger,,26,19941103,,riley,guggenbrger,nsw,valley heights,2121,5,richnstreet,glen mciinnon,2 85192833,6950706,3,NoRole,rec-92
rec-59-dup-0,usa,f,22,19980509,,he the r,eato n,nsw,bankstown,279 5,11,britten-jones drive,,612 82538819,50 4549,1,NoRole,rec-59
rec-206-dup-1,eng,f,23,19900119,ms,briony,nathans,,nabowla,6020,40,giltinan place,,08 03194710,4345483,2,NoRole,rec-206
rec-258-dup-2,chi,f,26,19940417,mr,ha yey,yow,vic,cowangie,3840,20,aston crescent,,04 85809731,3897433,1,NoRole,rec-258
rec-65-dup-0,eng,,,19490319,,amb er,tennyson,v c,annandale,254,104,wrenfordsl y place,,8 52155 054,7648302,7,NoRole,rec-65
rec-178-dup-0,unk,f,,1991 1108,,stephanie,scke l,vic,bu xton,430 5,23,cowlishawstreet,,8 71325564,9883612,0,NoRole,rec-178
rec-58-org,usa,f,31,,ms,stephanie,nieves,nsw,jindera,2122,24,pickles street,,2 76611290,2817765,2,NoRole,rec-58
rec-143-org,usa,,,19640729,,hugo,moss,,bluff,2540,11,brookman street,,04 75712869,3546689,6,NoRole,rec-143
rec-88-org,ind,m,27,19930729,,alannah,durmada,vic,inverleigh,3021,5,bennelong crescent,,8 41602227,6230452,4,NoRole,rec-88
rec-34-dup-3,unk,,,,ms,caleb,abbondandola,ns,brockl esby,2287,3,,stan-f st,02 S9096586,3923721,8,NoRole,rec-34
rec-20-dup-1,ser,m,35,19850417,,ethan,velic,nsw,hillsdale,3136,6,nimbinsreet,,0263413586,9903500,3,NoRole,rec-20
rec-292-dup-1,chi,m,39,,,ethan,leunck,nsw,datra,3031,22,noongale kourt,pindara medical centre,02 05570801,4375169,1,NoRole,rec-292
rec-135-org,usa,f,34,19860214,,amelia,conrad,nsw,bateau bay,2036,366,dallachy place,,612 98409244,1622122,2,NoRole,rec-135
rec-188-org,eng,f,,19151005,,ella,bramson,vic,campbells creek,2154,12,whitty crescent,,618 36769458,5670886,4,NoRole,rec-188
rec-267-org,usa,f,,19070317,,jack,jackson,qld,east russell,6026,33,armstrong crescent,,613 90736636,3772579,7,NoRole,rec-267
rec-215-org,ind,f,31,19890607,,james,savlani,sa,hamilton,6059,61,casey crescent,warrol,07 92540048,6028369,6,NoRole,rec-215
rec-15-dup-3,usa,,44,,,joshua,low ry,vic,heyw od,2541,8 9,lexcen avenue,ra230 6,08 80190558,6033103,8,NoRole,rec-15
rec-10-org,unk,f,31,19890524,ms,benjamin,aballon,nsw,wattle grove,6016,53,stuart street,winter park,02 99743973,2548485,2,NoRole,rec-10
rec-256-dup-2,eng,f,36,19840321,,i5abella,milli an,wa,ora handa,4805,14,catchpolestreet,,08 11625509,6719498,0,NoRole,rec-256
rec-269-org,ind,,31,19890615,,sophie,trupti,sa,flagstaff hill,4702,84,blamey crescent,,04 06643764,4037112,7,NoRole,rec-269
rec-196-dup-4,chi,f,,,ms,isabella,ka,nsw,empire vale,3770,24,harcoulyscyreet,leonawood,2 25487180,8360664,2,NoRole,rec-196
rec-123-org,eng,f,31,19890830,pfc,lachlan,christophers,nsw,,2084,2,macdowell street,rosetta village,,8936830,0,NoRole,rec-123
rec-149-org,ger,,27,19931130,,lauren,dolmetsch,vic,kew east,2541,19,spowers circuit,bowilla court,618 78532323,9959027,7,NoRole,rec-149
rec-181-dup-3,eng,f,28,19920202,,dominic,simons,qld,harlaxton,6012,14,street luehmann,,03 01463496,2817044,2,NoRole,rec-181
rec-257-org,ind,f,23,19970509,ms,benjamin,dhirmalani,nsw,parklea,0880,188,adkinson close,,2 76354592,3399336,1,NoRole,rec-257
rec-219-dup-0,swe,,10,20101107,,jajmine,jtranga,qld,loda,2165,40,bamfoahd street,,03 71540236,1877378,4,NoRole,rec-219
rec-97-dup-2,abo,f,29,19910 21,pfc,michael,gool gong,,blay n ey,2750,2,petterd street,eulong,0482397461,2626075,1,NoRole,rec-97
rec-1-dup-0,,f,,19860707,mr,kelsey,oddy,,ascot,2177,14,anthony rokre street,waikare,04 62675811,3778629,8,NoRole,rec-1
rec-85-org,usa,m,35,19850111,,jessica,best,vic,bell post hill,4680,26,simpson street,,618 15435547,2827636,7,NoRole,rec-85
rec-178-dup-4,unk,f,,19911108,,stephanie,sck l,vic,bvxt on,4305,2,cowlish aw street,,8 71325564,9883612,0,NoRole,rec-178
rec-106-dup-2,hun,f,32,19881113,mr,toby,arany,qld,welcom creek,5606,8,eaglemont fetreat,,03 30328984,6707820,3,NoRole,rec-106
rec-281-dup-0,usa,,11,20091003,,chev n ne,oliver,v c,pakenham,671,q,,,08 20979853,1227858,2,NoRole,rec-281
rec-146-dup-2,unk,f,,198 4 8 28,,lauren,scogin,qld,ironga e,4077,83,habgood place,,3 690 19410,9774875,4,NoRole,rec-146
rec-107-dup-1,unk,f,,19160615,,william,scollard,sa,thornleigh,2260,1,yarrawonga street,edenlea retirement,07 81381426,8311287,5,NoRole,rec-107
rec-271-org,chi,f,19,20010511,ms,isabella,kai,vic,katandra,4064,27,eldridge street,,618 02390778,9772281,5,NoRole,rec-271
rec-279-org,eng,f,33,19870517,,taylah,gabrielson,vic,maffra,2770,16,irvine street,leitches ck,8 60690641,5709589,1,NoRole,rec-279
rec-179-dup-2,eng,f,29,19910219,,zackzon,jpeight,qld,kania,6052,2,sherwin plase,,3 48893149,7135925,5,NoRole,rec-179
rec-125-org,ita,f,,19561231,,alicia,morandi,nsw,adamstown heights,3031,9,john close,,2 22727304,9021339,2,NoRole,rec-125
rec-232-dup-2,eng,m,29,19910119,,ava,danell,qld,harrismith,1252,24,boyland close,,8 77521232,2923283,6,NoRole,rec-232
rec-183-org,abo,f,33,19870807,,shakira,ofanengaue,,kuraby,4164,210,crisp circuit,glengallan,08 87069126,4875095,0,NoRole,rec-183
rec-283-dup-1,ger,f,25,19950604,mr,antonio,hupetcoff,nsw,duri,3160,4,giffen close,,2 60508342,5236629,1,NoRole,rec-283
rec-110-dup-0,unk,f,,19750228,mr,ckeoahge,sdrapp,qld,commissioners flad,2135,18,bailes court,,613 68536894,6860498,8,NoRole,rec-110
rec-218-dup-0,chi,f,24,19960831,,luke,aw,wa,noahdh lack,2256,71,purns circuit,,618 81855908,4898676,4,NoRole,rec-218
rec-36-org,ser,f,32,19880301,mr,emiily,bogati,tas,montrose,5125,17,summerville crescent,,07 19694532,7766214,0,NoRole,rec-36
rec-125-dup-3,ita,f,,19561231,,ali cia,mor a di,ns,adamstown heiqhts,3031,9,john close,,2 22727304,9021339,2,NoRole,rec-125
rec-213-dup-0,ger,f,,19456923,,bianca,thorner,,salisrfbury,6210,62,o'loghlen street,,02 80569238,8431755,8,NoRole,rec-213
rec-197-dup-0,unk,,29,19910619,,abat,alannah,qld,simmie,,22,michell street,,3 78250821,2732245,7,NoRole,rec-197
rec-169-dup-3,eng,,30,19900413,,kynan,derrick,qld,commissionrrs flat,2170,10,haddontstreet,,613 32086491,2221423,5,NoRole,rec-169
rec-127-dup-2,eng,f,21,19990830,,oliver,,nsw,lake mun orah,245,5 6,bellingercircuit,rp 31513,2 31546 23,5439928,0,NoRole,rec-127
rec-256-dup-1,eng,f,36,19840321,,isab e lla,millgan,wa,ora banda,4805,143,catchpole street,,08 116z5509,6719498,0,NoRole,rec-256
rec-110-dup-1,unk,f,,19750228,mr,george,strapp,qld,comissioners vlad,2135,18,pailes courd,,613 68536894,6860498,8,NoRole,rec-110
rec-225-dup-1,unk,f,2 6,19941126,ms,iai en,sckel,vic,bowral,6330,5,raoul place,rowet orpe,03 37900404,2607869,9,NoRole,rec-225
rec-250-org,ira,,31,19890721,ms,lauren,shabani,qld,studio village,2577,29,abercrombie circuit,,3 39216946,4411690,9,NoRole,rec-250
rec-265-org,eng,f,21,19990709,ms,kayden,reier,nsw,church point,4030,16,biddlecombe street,,2 67515858,4380123,3,NoRole,rec-265
rec-135-dup-0,usa,f,3,19860214,,ameli a,conrad,nsw,loat e u bay,2036,366,dallachy place,,612 98409244,1622122,2,NoRole,rec-135
rec-272-org,usa,f,33,19870210,mr,kynan,yang,nsw,somerton,3242,,peppin place,chez-nous,612 78451806,3452188,7,NoRole,rec-272
